customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7255-SSFBC,Male,0.0,Yes,,72.0,Yes,,Fiber optic,,Yes,Yes,,Yes,,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No
3645-DEYGF,Male,0.0,No,,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,No,Mailed check,20.75,20.75,No
,Female,0.0,Yes,No,27.0,Yes,,Fiber optic,,No,,Yes,Yes,Yes,One year,,Credit card (automatic),,2681.15,No
8544-GOQSH,Female,,No,No,14.0,Yes,,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,,Credit card (automatic),80.05,1112.3,No
3363-DTIVD,Male,0.0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,No,Yes,,,,Two year,No,Electronic check,105.55,7405.5,No
7018-WBJNK,Male,0.0,,Yes,13.0,Yes,No,Fiber optic,No,No,No,No,,No,Month-to-month,,,78.3,1033.95,
9142-KZXOP,,0.0,,No,,Yes,,Fiber optic,No,No,No,,,No,Month-to-month,No,,68.85,2958.95,No
7674-YTAFD,,0.0,No,,33.0,Yes,,,No,Yes,No,Yes,,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No
6348-SNFUS,Male,,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,,No,Yes,Two year,Yes,Credit card (automatic),55.45,,No
1285-OKIPP,Male,,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes
7825-ECJRF,,,,No,19.0,,,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,,Electronic check,106.6,1934.45,
1347-KTTTA,Male,,,No,64.0,Yes,,Fiber optic,No,Yes,,,Yes,Yes,One year,,Credit card (automatic),102.45,6654.1,No
7841-TZDMQ,Male,0.0,,No,2.0,,No,,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes
4195-NZGTA,Female,0.0,,,1.0,No,No phone service,DSL,No,No,No,,No,No,Month-to-month,,Electronic check,25.25,25.25,No
,Male,0.0,No,Yes,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No
4709-LKHYG,Female,0.0,Yes,,29.0,,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,No,Electronic check,,,No
,,1.0,,No,23.0,,,Fiber optic,No,No,No,No,No,Yes,,No,,,1975.85,No
0699-NDKJM,Female,,Yes,No,57.0,No,,DSL,Yes,,,No,Yes,Yes,,,Bank transfer (automatic),58.75,3437.45,No
9286-BHDQG,,0.0,Yes,Yes,72.0,,No phone service,DSL,,,,Yes,No,No,Two year,No,,45.25,3139.8,
0230-WEQUW,Male,,Yes,No,66.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,,,Bank transfer (automatic),56.6,3789.2,No
2040-LDIWQ,,0.0,Yes,Yes,65.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),,5324.5,No
6496-JDSSB,Female,0.0,No,,8.0,Yes,No,,,No,No,No,,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No
9408-SSNVZ,Female,0.0,No,No,4.0,Yes,No,Fiber optic,,No,No,,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes
4443-EMBNA,Female,0.0,,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,,24.75,,No
6469-MRVET,Male,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,,Yes,Electronic check,20.2,20.2,No
0742-MOABM,Male,0.0,Yes,No,4.0,Yes,No,DSL,No,No,,Yes,No,No,,No,Mailed check,50.05,,Yes
5961-VUSRV,Female,0.0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No
6778-JFCMK,Male,0.0,No,No,,No,No phone service,DSL,Yes,No,No,No,,,One year,Yes,Mailed check,50.6,1288.75,No
6341-JVQGF,Female,0.0,Yes,Yes,31.0,Yes,,DSL,Yes,No,Yes,,Yes,Yes,One year,Yes,Mailed check,,2545.75,
2232-DMLXU,Female,,Yes,No,,Yes,No,,No,,No,,Yes,No,Month-to-month,,,,55.2,Yes
,Male,,No,,30.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,,Month-to-month,,Credit card (automatic),89.9,2723.15,No
0945-TSONX,Female,0.0,,Yes,,,Yes,DSL,Yes,,,Yes,Yes,Yes,Two year,,Credit card (automatic),85.3,4107.25,No
2651-ZCBXV,Male,0.0,No,,,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No
3316-UWXUY,Male,0.0,No,,50.0,Yes,No,,Yes,Yes,No,,No,,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No
,Male,0.0,,No,,Yes,No,,Yes,No,No,,No,Yes,Month-to-month,Yes,Mailed check,84.6,,Yes
7083-MIOPC,,0.0,No,No,72.0,Yes,No,No,,,No internet service,,No internet service,,Two year,No,Credit card (automatic),20.25,1566.9,
1984-GPTEH,Female,0.0,No,No,29.0,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,,702,No
,Male,0.0,No,No,2.0,,,DSL,No,,No,No,No,No,Month-to-month,Yes,Mailed check,,114.1,Yes
0621-JFHOL,Female,,No,,10.0,,,,,No,No,,,,,Yes,,,299.05,
9903-LYSAB,Male,,Yes,No,18.0,Yes,Yes,,No,No,No,,No,,Month-to-month,Yes,Electronic check,73.15,1305.95,No
0094-OIFMO,Female,1.0,No,,11.0,Yes,No,Fiber optic,No,,No,,Yes,Yes,,Yes,Electronic check,95.0,1120.3,Yes
9227-UAQFT,Male,,No,No,16.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.75,,No
7301-ABVAD,Female,0.0,No,No,72.0,,Yes,DSL,No,,,,,Yes,,,,,6350.5,No
,Male,0.0,,No,72.0,,Yes,Fiber optic,No,Yes,Yes,,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No
,Female,0.0,Yes,Yes,,Yes,,DSL,Yes,,No,Yes,Yes,Yes,One year,,Credit card (automatic),74.7,3187.65,No
,,1.0,Yes,No,65.0,Yes,,Fiber optic,Yes,,,No,No,Yes,Month-to-month,,Electronic check,,6126.15,
4522-AKYLR,Female,,No,No,,Yes,No,DSL,No,Yes,Yes,No,No,No,,,Electronic check,54.8,731.3,
0221-WMXNQ,Male,1.0,No,No,4.0,,No,,Yes,No,No,,No,,,No,,75.35,273.4,No
0303-UNCIP,Male,0.0,No,,41.0,Yes,Yes,DSL,No,,,No,,Yes,One year,,Mailed check,65.0,,No
9947-OTFQU,,1.0,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,No,No,,,Yes,Electronic check,74.4,1074.3,Yes
0322-YINQP,Male,0.0,No,No,,Yes,No,DSL,Yes,,No,No,,No,Month-to-month,Yes,Mailed check,,48.55,Yes
0959-WHOKV,Male,0.0,No,No,42.0,,Yes,Fiber optic,,Yes,Yes,No,,Yes,One year,Yes,Electronic check,,,No
4075-JFPGR,Female,,Yes,,,Yes,No,Fiber optic,Yes,Yes,Yes,,Yes,No,One year,Yes,Electronic check,93.5,4619.55,No
4629-NRXKX,Female,0.0,Yes,,2.0,Yes,,Fiber optic,No,No,No,No,No,No,,,,,,Yes
,Male,1.0,Yes,No,,,,DSL,No,,No,No,Yes,No,,No,Electronic check,40.2,40.2,
3282-ZISZV,,0.0,No,Yes,32.0,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,One year,No,,83.7,2633.3,No
3675-YDUPJ,Male,0.0,No,No,10.0,,No,No,No internet service,No internet service,No internet service,,,,Month-to-month,Yes,Mailed check,19.85,,
4111-BNXIF,,,,Yes,67.0,No,,,No,,Yes,Yes,Yes,,Two year,Yes,Electronic check,,4103.9,No
7017-VFHAY,Female,,Yes,,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,
,Male,,No,No,50.0,Yes,Yes,Fiber optic,Yes,,,Yes,Yes,Yes,One year,No,,114.35,5791.1,No
4959-JOSRX,Female,0.0,Yes,No,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Yes
5046-NUHWD,Female,1.0,Yes,No,29.0,No,No phone service,DSL,Yes,No,Yes,,No,Yes,Month-to-month,,Electronic check,45.0,1228.65,No
7273-TEFQD,Male,,,No,3.0,No,No phone service,,,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,,132.2,Yes
3606-TWKGI,Male,,No,,,Yes,Yes,Fiber optic,,Yes,,No,Yes,Yes,Month-to-month,Yes,Electronic check,,1364.3,Yes
7529-ZDFXI,Male,1.0,Yes,No,57.0,Yes,,,No,Yes,,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,No
7605-BDWDC,,0.0,No,,,No,No phone service,DSL,,,No,Yes,,Yes,Two year,,Bank transfer (automatic),49.85,1520.1,No
1950-KSVVJ,Female,0.0,Yes,,45.0,Yes,,Fiber optic,,,,Yes,,Yes,,No,,113.3,5032.25,
0123-CRBRT,Female,0.0,,,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,,
6292-TOSSS,Male,0.0,No,No,50.0,Yes,Yes,No,No internet service,,,No internet service,No internet service,,Two year,No,Bank transfer (automatic),24.9,1195.25,No
3197-ARFOY,Female,,No,,,Yes,,Fiber optic,Yes,Yes,No,Yes,,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,
6323-AYBRX,,0.0,,No,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1099.6,Yes
,Female,0.0,Yes,,,,Yes,,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,,Credit card (automatic),24.25,1732.95,No
,Female,1.0,No,,,,,Fiber optic,No,No,No,Yes,Yes,,Month-to-month,Yes,Electronic check,94.45,1511.2,Yes
7633-MVPUY,Male,0.0,Yes,No,,Yes,No,DSL,Yes,,,Yes,No,No,Two year,,,59.75,,No
,Male,0.0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,,,Bank transfer (automatic),,24.8,Yes
,,1.0,Yes,No,20.0,Yes,,,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,No
,,,No,No,1.0,,,Fiber optic,No,No,No,No,,,Month-to-month,No,Mailed check,70.6,,Yes
6432-TWQLB,Male,0.0,Yes,No,,,Yes,,No,,No,Yes,No,No,Month-to-month,Yes,,,,Yes
4484-GLZOU,Female,0.0,Yes,No,52.0,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,,Yes,Electronic check,105.05,5624.85,Yes
3179-GBRWV,,1.0,Yes,No,,,No,DSL,Yes,Yes,No,No,No,,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,No
8645-KWHJO,Male,,,No,14.0,No,,DSL,No,,Yes,,Yes,Yes,Month-to-month,Yes,Electronic check,,,No
,Female,0.0,No,No,5.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,,,50.55,,No
0314-TKOSI,Female,0.0,No,No,,Yes,No,DSL,Yes,Yes,No,,No,No,Month-to-month,No,Mailed check,55.15,322.9,No
8229-MYEJZ,,0.0,No,No,,Yes,No,DSL,No,,No,No,,No,Month-to-month,No,Electronic check,51.2,498.25,No
,,0.0,No,,1.0,Yes,,,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,25.4,No
,Female,0.0,,,68.0,,Yes,DSL,,,,No,No,,Month-to-month,No,Mailed check,54.45,,No
9512-UIBFX,Male,,,Yes,,Yes,No,Fiber optic,,No,Yes,No,,,Month-to-month,No,Mailed check,95.15,,Yes
6202-DYYFX,Female,0.0,No,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,,One year,Yes,,76.0,1783.6,
3808-HFKDE,Female,0.0,No,,,Yes,No,,No,,No,No,No,No,Month-to-month,Yes,,44.35,927.15,No
5583-SXDAG,Male,0.0,,No,1.0,Yes,No,Fiber optic,,No,No,,No,No,Month-to-month,No,,70.0,,Yes
3488-PGMQJ,Male,,No,No,8.0,Yes,No,Fiber optic,No,,,,,No,Month-to-month,Yes,Electronic check,74.5,606.55,Yes
3580-REOAC,Male,0.0,No,No,10.0,Yes,No,DSL,No,,No,No,,No,,Yes,Credit card (automatic),44.85,435.4,
7534-BFESC,Male,,No,No,24.0,,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,
3727-OWVYD,Male,0.0,No,No,35.0,,No,DSL,,Yes,,No,,No,One year,No,Mailed check,61.2,2021.2,No
2294-SALNE,,0.0,Yes,,23.0,Yes,No,Fiber optic,No,,Yes,Yes,,,One year,,Mailed check,86.8,1940.8,No
4847-TAJYI,Female,1.0,No,No,6.0,Yes,,Fiber optic,No,No,No,No,Yes,,Month-to-month,Yes,Electronic check,,,No
1563-IWQEX,Female,0.0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,,
8203-XJZRC,,,No,No,1.0,,No,No,No internet service,,No internet service,No internet service,,No internet service,Month-to-month,No,,20.25,20.25,
6556-DBKZF,Female,0.0,Yes,,71.0,Yes,No,Fiber optic,No,No,,,,No,Two year,,,76.05,,No
6851-WEFYX,Male,1.0,Yes,No,35.0,,Yes,Fiber optic,,No,Yes,,Yes,Yes,,Yes,,100.8,,
2985-JUUBZ,Male,0.0,Yes,Yes,40.0,Yes,,DSL,,No,Yes,,Yes,,Month-to-month,,Electronic check,74.55,3015.75,No
,,0.0,No,Yes,,,No,Fiber optic,Yes,No,No,,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,
0895-LMRSF,Male,,No,No,23.0,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,,,,No
8098-LLAZX,Female,1.0,No,,,Yes,Yes,Fiber optic,No,,,No,Yes,Yes,Month-to-month,,Electronic check,,396.1,Yes
,Male,0.0,No,No,4.0,Yes,No,Fiber optic,,No,,Yes,No,,,Yes,Electronic check,,356.65,
8181-YHCMF,Female,,,Yes,,,No phone service,DSL,,,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),,4109,No
2240-HSJQD,Male,,,Yes,38.0,Yes,,,No,Yes,No,,No,No,,Yes,Mailed check,81.85,,
1248-DYXUB,,0.0,,Yes,,Yes,Yes,,No internet service,No internet service,,,No internet service,No internet service,,No,Mailed check,24.8,1229.1,
0265-EDXBD,Male,,Yes,No,32.0,,,Fiber optic,,No,No,No,No,No,Month-to-month,,Electronic check,,2303.35,Yes
4115-BNPJY,Male,0.0,Yes,,29.0,Yes,No,DSL,No,,Yes,,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,No
3167-SNQPL,Male,,Yes,Yes,38.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,,101.15,3741.85,
4091-TVOCN,Male,0.0,No,Yes,48.0,,Yes,DSL,,,Yes,,Yes,Yes,One year,,Credit card (automatic),,3682.45,
,Female,,No,No,1.0,Yes,,No,,,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No
7277-OZCGZ,Female,0.0,,,,Yes,No,Fiber optic,Yes,No,,,No,,,Yes,Electronic check,89.05,1886.25,
,Female,0.0,No,No,,,,Fiber optic,,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),,4895.1,No
2799-ARNLO,Female,1.0,Yes,No,5.0,Yes,No,Fiber optic,,No,No,No,No,No,,,,,,No
7563-BIUPC,Male,,No,No,5.0,Yes,No,Fiber optic,No,,No,No,Yes,,Month-to-month,Yes,Electronic check,,415.55,Yes
5027-YOCXN,Male,,Yes,Yes,,,Yes,,Yes,,No,Yes,Yes,,One year,No,Credit card (automatic),110.05,,No
3973-SKMLN,,0.0,,No,,,No,No,No internet service,No internet service,No internet service,No internet service,,,Two year,,Credit card (automatic),,1355.1,No
,Female,0.0,Yes,Yes,38.0,Yes,No,DSL,Yes,Yes,No,,Yes,Yes,One year,No,,80.3,3058.65,Yes
,Male,1.0,Yes,No,24.0,Yes,No,Fiber optic,No,No,,,Yes,,Month-to-month,Yes,Electronic check,,2231.05,
6745-JEFZB,Male,0.0,Yes,,35.0,,Yes,Fiber optic,,No,No,,Yes,,,Yes,,,3236.35,No
5020-ZSTTY,Female,1.0,No,No,,Yes,Yes,,,,No,Yes,Yes,Yes,,,Bank transfer (automatic),82.45,4350.1,
9880-TDQAC,,,,,72.0,No,No phone service,DSL,No,,,Yes,Yes,Yes,Two year,Yes,Electronic check,,4264,No
8705-WZCYL,Male,0.0,No,No,1.0,Yes,,DSL,No,No,No,,No,No,Month-to-month,Yes,Electronic check,,,No
7102-JJVTX,Female,,Yes,Yes,9.0,,No,DSL,Yes,,No,No,No,No,One year,No,Mailed check,,422.3,No
8626-PTQGE,Male,0.0,No,No,69.0,,,DSL,Yes,Yes,,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,,
4983-CLMLV,Female,,,No,52.0,,Yes,Fiber optic,,,No,Yes,,Yes,,Yes,Credit card (automatic),102.7,,
5701-YVSVF,Female,,,No,11.0,Yes,No,,No,No,No,Yes,Yes,No,Month-to-month,Yes,,82.9,880.05,No
5804-LEPIM,,1.0,,No,2.0,Yes,No,Fiber optic,No,No,No,,No,,Month-to-month,,Electronic check,70.35,139.05,
5697-GOMBF,Female,1.0,,Yes,28.0,No,No phone service,DSL,,,,No,Yes,No,,Yes,Electronic check,35.9,973.65,No
2739-CACDQ,Female,1.0,,,17.0,Yes,Yes,Fiber optic,,,,,No,,Month-to-month,Yes,Credit card (automatic),82.65,,No
9385-EHGDO,Female,0.0,Yes,Yes,35.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,,No
9498-FIMXL,Female,0.0,No,No,8.0,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,,161.95,No
2379-GYFLQ,,0.0,No,,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,,,One year,Yes,Credit card (automatic),,,No
0122-OAHPZ,Female,,No,No,,Yes,Yes,Fiber optic,,,No,,No,,Month-to-month,,Electronic check,,511.25,
,Female,0.0,No,No,2.0,,Yes,Fiber optic,,No,Yes,,No,No,Month-to-month,No,Mailed check,80.6,155.8,Yes
,,0.0,,Yes,68.0,,,DSL,No,Yes,Yes,Yes,,Yes,One year,Yes,Bank transfer (automatic),,5293.95,Yes
,Female,0.0,,No,43.0,Yes,Yes,Fiber optic,No,Yes,,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes
2088-IEBAU,,0.0,,,68.0,Yes,Yes,,Yes,,,,Yes,Yes,Two year,Yes,,88.15,6148.45,No
7982-VCELR,Female,0.0,,No,36.0,Yes,No,Fiber optic,No,Yes,No,No,,Yes,Month-to-month,Yes,Credit card (automatic),94.8,,No
,,0.0,Yes,,,Yes,Yes,Fiber optic,,,Yes,No,Yes,Yes,Month-to-month,,Electronic check,103.4,6603,Yes
6035-BXTTY,Female,,,,,Yes,No,,,,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,,No
,Female,,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,,,Yes,,Two year,No,Credit card (automatic),85.75,6223.8,No
,,0.0,Yes,Yes,66.0,Yes,Yes,DSL,,Yes,Yes,No,No,No,Month-to-month,Yes,,67.45,4508.65,No
9639-BUJXT,Male,0.0,No,No,63.0,Yes,No,,No internet service,No internet service,,,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,No
,Female,0.0,No,Yes,,Yes,No,No,No internet service,No internet service,,,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865,No
0021-IKXGC,Female,1.0,,No,1.0,Yes,Yes,,,,,,No,No,,Yes,,,,
,Female,0.0,No,No,2.0,Yes,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,,90.4,168.2,Yes
8966-SNIZF,Female,0.0,Yes,No,,,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,,
6243-OZGFH,,0.0,No,No,23.0,No,,DSL,No,No,No,,Yes,Yes,Month-to-month,Yes,,44.95,996.85,No
4654-DLAMQ,Female,,,No,64.0,Yes,No,Fiber optic,Yes,Yes,,,No,Yes,,No,,97.0,6430.9,
,Male,,Yes,Yes,37.0,,Yes,DSL,,No,Yes,Yes,,,Two year,,Credit card (automatic),62.8,2278.75,
5160-UXJED,,,No,Yes,17.0,Yes,No,DSL,,No,No,No,No,No,One year,No,,44.6,,No
,,1.0,No,No,,Yes,No,Fiber optic,No,No,No,No,,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No
0219-YTZUE,,0.0,Yes,Yes,4.0,Yes,Yes,,,,Yes,No,No,,,Yes,Bank transfer (automatic),84.8,,Yes
0623-IIHUG,,,No,,,No,No phone service,DSL,Yes,,,No,Yes,No,,Yes,Electronic check,41.9,840.1,Yes
,Female,0.0,No,No,10.0,,No,Fiber optic,,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846,Yes
,Female,1.0,,No,16.0,,Yes,DSL,Yes,,,No,No,No,Month-to-month,Yes,,,889,No
,Male,0.0,Yes,,64.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,,Electronic check,105.25,6823.4,
9057-MSWCO,Male,1.0,Yes,No,27.0,No,No phone service,DSL,Yes,No,No,No,No,No,,No,Credit card (automatic),,805.1,
,Male,,Yes,Yes,,Yes,,Fiber optic,Yes,No,No,No,Yes,Yes,One year,,Electronic check,97.1,4016.75,
9294-TDIPC,,,No,,5.0,Yes,No,No,No internet service,No internet service,,,No internet service,,Month-to-month,No,Mailed check,20.2,83.75,
5229-DTFYB,Female,0.0,No,,41.0,,,Fiber optic,,Yes,No,Yes,,Yes,Two year,Yes,,98.8,3959.15,
0104-PPXDV,,0.0,Yes,No,58.0,Yes,No,DSL,No,,Yes,No,No,No,One year,No,Credit card (automatic),,2878.55,No
5176-LMJXE,,,No,,,Yes,No,,No internet service,No internet service,No internet service,No internet service,,,Two year,Yes,,20.55,,
3583-KRKMD,Male,,No,No,18.0,Yes,No,Fiber optic,No,No,No,Yes,,No,,,,75.9,1373.05,
,Male,0.0,No,,5.0,,No,Fiber optic,No,No,,No,,,,No,,96.5,492.55,Yes
9069-LGEUL,Male,0.0,,,23.0,Yes,No,DSL,Yes,No,No,,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406,No
,,0.0,No,,,Yes,No,,No internet service,No internet service,,No internet service,No internet service,,Month-to-month,No,Mailed check,19.15,19.15,
9571-EDEBV,Male,0.0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,,Yes,One year,,,,6962.85,
3520-FJGCV,Male,0.0,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,,112.6,8126.65,
,Male,0.0,Yes,Yes,33.0,Yes,No,No,No internet service,No internet service,,,No internet service,No internet service,One year,No,Mailed check,20.6,,No
0259-GBZSH,Male,0.0,No,No,2.0,Yes,Yes,Fiber optic,,,No,No,Yes,No,,Yes,Electronic check,85.65,,Yes
6122-EFVKN,,,,Yes,24.0,,No phone service,DSL,Yes,No,No,,,,Two year,,,35.75,830.8,No
,Female,,,Yes,56.0,Yes,Yes,Fiber optic,,Yes,Yes,Yes,,,One year,,Credit card (automatic),,5608.4,
6862-CQUMB,,0.0,No,No,37.0,Yes,No,Fiber optic,,Yes,,,Yes,,,Yes,Credit card (automatic),96.1,3646.8,No
7156-MXBJE,Female,0.0,,No,,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,,Credit card (automatic),85.1,3662.25,
6158-HDPXZ,,,No,No,1.0,No,,DSL,No,,No,No,No,No,Month-to-month,No,,25.35,25.35,No
9601-BRXPO,Female,,Yes,No,25.0,,,Fiber optic,No,No,Yes,,Yes,Yes,,Yes,Bank transfer (automatic),104.95,2566.5,Yes
2863-IMQDR,Female,0.0,No,No,,Yes,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,,89.65,5308.7,No
5686-CMAWK,Male,0.0,,No,17.0,Yes,Yes,,,No,,Yes,No,,One year,No,Electronic check,86.75,1410.25,No
5651-CRHKQ,Female,0.0,Yes,No,41.0,Yes,No,,No,Yes,Yes,Yes,No,,One year,Yes,,86.2,3339.05,
6905-NIQIN,,0.0,,No,1.0,,No,DSL,No,Yes,,No,No,,Month-to-month,No,Mailed check,50.65,,Yes
8204-YJCLA,,1.0,Yes,,72.0,,No phone service,DSL,Yes,Yes,,Yes,Yes,Yes,Two year,,Bank transfer (automatic),64.8,4732.35,
5167-ZFFMM,Male,0.0,No,No,,Yes,Yes,Fiber optic,No,Yes,,No,No,Yes,Month-to-month,Yes,Credit card (automatic),,90.85,
6583-SZVGP,Male,0.0,No,,,,Yes,,No,Yes,Yes,No,Yes,Yes,,Yes,Bank transfer (automatic),108.1,5067.45,No
,Male,1.0,Yes,,11.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,,No,Mailed check,19.95,214.75,Yes
0533-BNWKF,,,Yes,No,,Yes,Yes,Fiber optic,,,Yes,No,No,No,Month-to-month,Yes,Electronic check,,4874.7,Yes
1708-PBBOA,,0.0,No,No,,No,No phone service,DSL,Yes,Yes,,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,No
8782-LKFPK,Male,,No,No,44.0,Yes,Yes,Fiber optic,No,No,,,,Yes,Month-to-month,Yes,Mailed check,90.4,4063,No
5522-JBWMO,Male,0.0,No,,1.0,Yes,No,,No,No,,No,No,No,Month-to-month,No,,44.0,44,No
3597-MVHJT,,,,No,27.0,Yes,Yes,Fiber optic,,No,No,No,,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,,No
9774-NRNAU,Male,1.0,,No,,Yes,Yes,DSL,No,,,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),84.8,2309.55,No
0224-RLWWD,,1.0,No,No,2.0,,No,,,No,No,No,,No,,Yes,,44.3,89.3,No
9967-ATRFS,Female,0.0,No,No,19.0,,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Month-to-month,No,Mailed check,19.9,367.55,No
3951-NJCVI,Female,,,,42.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,,95.05,,No
2977-CEBSX,,0.0,,No,66.0,,Yes,DSL,Yes,Yes,,,Yes,Yes,,Yes,,90.05,,No
0177-PXBAT,Male,,Yes,No,33.0,Yes,Yes,Fiber optic,Yes,,,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),,3694.7,No
6599-CEBNN,Female,0.0,No,,34.0,Yes,No,Fiber optic,No,Yes,No,No,,,Month-to-month,Yes,Credit card (automatic),73.95,,Yes
2519-ERQOJ,,1.0,No,No,33.0,No,No phone service,DSL,,No,Yes,Yes,Yes,,Month-to-month,,Electronic check,54.6,,No
5876-QMYLD,Female,,,Yes,23.0,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,,20.05,415.1,
