customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4859-ZSRDZ,Female,0.0,,Yes,58.0,No,No phone service,DSL,No,No,Yes,,,,Two year,Yes,,55.5,,No
,Female,,No,,18.0,Yes,No,DSL,No,Yes,No,No,,No,Month-to-month,Yes,Credit card (automatic),,865.75,
9350-VLHMB,Male,0.0,Yes,Yes,67.0,Yes,Yes,Fiber optic,No,Yes,No,No,,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,,No
3498-LZGQZ,,0.0,,Yes,63.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,Yes,Mailed check,19.15,,
8785-CJSHH,Female,0.0,Yes,No,60.0,,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,99.8,,
,Male,1.0,No,No,,Yes,Yes,Fiber optic,No,No,,No,No,Yes,,Yes,Credit card (automatic),84.4,732.5,Yes
,,,Yes,Yes,,,Yes,Fiber optic,,,,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,No
0680-DFNNY,,,Yes,No,15.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,
7560-QRBXH,Female,,No,Yes,,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,,936.7,No
7077-XJMET,Male,0.0,Yes,No,12.0,Yes,No,DSL,No,No,Yes,,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,,
,Male,1.0,Yes,No,,,,Fiber optic,,Yes,Yes,,,No,One year,,Electronic check,92.0,6585.2,No
6896-SRVYQ,,1.0,No,No,44.0,Yes,,Fiber optic,No,No,Yes,No,No,No,,No,Electronic check,73.85,3122.4,No
7767-UXAGJ,Male,0.0,No,No,,,Yes,,No,No,No,,,No,Month-to-month,Yes,Electronic check,50.45,50.45,
4652-ODEVH,Male,,Yes,Yes,45.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,No,Mailed check,,1088.25,No
6510-UPNKS,,0.0,No,,23.0,,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,,No,Credit card (automatic),24.8,,
6718-BDGHG,Female,0.0,Yes,No,43.0,Yes,Yes,,No,No,,,,No,One year,Yes,Bank transfer (automatic),64.85,2908.2,No
,Male,0.0,No,No,,Yes,No,,,No internet service,No internet service,No internet service,,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739.9,No
,Male,0.0,Yes,No,9.0,,,,Yes,,No,Yes,Yes,No,,,Mailed check,68.95,593.85,
1571-SAVHK,Male,,No,No,12.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,,,Mailed check,99.95,1132.75,Yes
9052-VKDUW,Female,1.0,Yes,,65.0,Yes,Yes,Fiber optic,Yes,,,No,Yes,,Month-to-month,,Credit card (automatic),109.4,7227.45,No
,Female,,No,,2.0,,Yes,Fiber optic,No,No,Yes,No,Yes,,Month-to-month,,,91.4,193.6,Yes
,Male,,No,No,,Yes,Yes,DSL,No,No,,No,,No,,No,Mailed check,49.0,1291.35,No
5777-KJIRB,Female,0.0,No,No,40.0,Yes,No,,No,No,Yes,,No,No,One year,Yes,,,,No
0506-LVNGN,,1.0,No,,5.0,Yes,No,Fiber optic,No,No,,No,No,No,Month-to-month,,Credit card (automatic),75.55,,Yes
7677-SJJJK,Male,0.0,Yes,Yes,8.0,,,No,,No internet service,,,No internet service,No internet service,,,Credit card (automatic),19.9,153.95,
,Female,1.0,Yes,No,58.0,,Yes,,No,,,No,Yes,Yes,One year,Yes,,97.8,5458.8,
3253-HKOKL,Female,,Yes,Yes,,Yes,No,,,No,Yes,No,Yes,Yes,One year,No,Electronic check,,5244.45,
7055-HNEOJ,Male,0.0,Yes,No,3.0,Yes,No,DSL,No,No,Yes,,No,,Month-to-month,Yes,,55.8,,No
5514-YQENT,,,No,Yes,41.0,Yes,,Fiber optic,Yes,Yes,Yes,,Yes,Yes,Two year,Yes,Electronic check,,4507.15,No
3211-AAPKX,Male,,,No,20.0,Yes,Yes,,No,No,No,,Yes,Yes,Month-to-month,Yes,Mailed check,,2031.95,No
,Male,0.0,,,,Yes,Yes,DSL,No,No,No,No,No,,Month-to-month,Yes,Electronic check,50.05,50.05,No
,Male,0.0,No,Yes,4.0,Yes,Yes,Fiber optic,No,No,,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,
2958-NHPPS,Male,0.0,,,23.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,,Month-to-month,No,Electronic check,20.85,473.9,
6806-YDEUL,Female,,No,No,,,No,No,No internet service,,,No internet service,No internet service,,Month-to-month,No,Bank transfer (automatic),19.5,106.8,No
1735-XMJVH,,0.0,,Yes,8.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,,Yes,Mailed check,19.35,152.6,No
6890-PFRQX,Male,0.0,No,No,18.0,Yes,Yes,DSL,,No,Yes,,Yes,,,No,Mailed check,69.5,,
0222-CNVPT,Male,1.0,No,,,No,No phone service,,Yes,No,No,No,Yes,Yes,Month-to-month,,,48.8,,No
,Male,0.0,No,No,,Yes,No,Fiber optic,No,Yes,,No,,,,Yes,Electronic check,94.5,2979.2,No
8681-ICONS,,0.0,Yes,Yes,,Yes,,,,No internet service,No internet service,No internet service,No internet service,,Month-to-month,,Mailed check,20.65,654.85,No
1621-YNCJH,Female,0.0,Yes,No,36.0,Yes,,Fiber optic,Yes,Yes,Yes,Yes,No,,Two year,Yes,Credit card (automatic),106.05,3834.4,No
3473-XIIIT,,0.0,Yes,No,16.0,Yes,Yes,Fiber optic,No,,No,No,,Yes,Month-to-month,,Electronic check,100.0,1534.75,Yes
6362-QHAFM,,,Yes,No,42.0,Yes,Yes,Fiber optic,No,No,Yes,,Yes,Yes,One year,Yes,Electronic check,108.3,,
7893-IXHRQ,Male,,No,No,,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,,Month-to-month,No,Electronic check,20.55,20.55,
3070-BDOQC,Female,0.0,,No,60.0,Yes,No,Fiber optic,No,Yes,Yes,,,Yes,Two year,,,99.65,,No
2952-QAYZF,Male,0.0,No,No,,Yes,Yes,Fiber optic,No,,Yes,No,,,Month-to-month,Yes,Electronic check,85.3,424.15,Yes
6234-PFPXL,Male,0.0,Yes,No,22.0,Yes,,Fiber optic,Yes,,No,,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,No
9824-QCJPK,,0.0,Yes,No,36.0,Yes,,,No internet service,No internet service,,,No internet service,,,,Mailed check,,666.75,No
4763-PGDPO,,0.0,No,No,4.0,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281,
,,0.0,No,No,9.0,,No,DSL,,No,No,Yes,No,,Month-to-month,,Mailed check,64.95,547.8,No
1866-OBPNR,Male,0.0,,,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),,74.6,
,Male,0.0,Yes,Yes,12.0,Yes,,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,,49.2,,No
8970-ANWXO,Female,0.0,No,No,23.0,Yes,Yes,,No,,No,,Yes,Yes,,Yes,Mailed check,73.75,1756.6,No
9480-BQJEI,Male,,No,No,,Yes,Yes,Fiber optic,,Yes,No,No,No,,One year,Yes,Bank transfer (automatic),92.3,5731.45,No
5394-SVGJV,Male,0.0,,No,37.0,Yes,Yes,Fiber optic,No,No,,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),98.8,,Yes
6979-TNDEU,Female,,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,No
9777-WJJPR,Male,0.0,Yes,,31.0,Yes,,,No,No,,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,,No
9283-LZQOH,Male,,,Yes,13.0,,Yes,Fiber optic,No,,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,,Yes
7079-QRCBC,Female,0.0,No,No,24.0,Yes,Yes,Fiber optic,No,No,,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,,
,Male,0.0,Yes,Yes,,Yes,Yes,Fiber optic,,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,
6048-UWKAL,,,,No,69.0,,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),,6998.95,
5067-DGXLL,,0.0,,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,No
,Male,0.0,Yes,Yes,61.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,
,Male,0.0,No,No,41.0,Yes,Yes,Fiber optic,No,,,No,Yes,Yes,,Yes,,104.7,4346.4,Yes
6281-FKEWS,,,No,No,44.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,,Yes,Electronic check,49.05,2265,
,Male,0.0,No,No,,No,No phone service,DSL,,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,,
9242-TKFSV,Male,0.0,Yes,Yes,72.0,,,DSL,Yes,,,Yes,Yes,Yes,Two year,,Credit card (automatic),65.1,4754.3,
9290-SHCMB,Female,,,No,13.0,,No,Fiber optic,No,No,,No,,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,
0743-HNPFG,,0.0,Yes,Yes,51.0,Yes,,DSL,Yes,Yes,,Yes,No,Yes,One year,,Credit card (automatic),69.75,3562.5,
2277-BKJKN,,1.0,Yes,No,71.0,,,Fiber optic,No,,,No,Yes,Yes,,Yes,Electronic check,99.2,7213.75,No
,,,No,No,22.0,Yes,Yes,Fiber optic,No,No,No,,Yes,Yes,Month-to-month,,Electronic check,,2082.95,Yes
,Female,0.0,,,2.0,Yes,No,,,Yes,,,No,,Month-to-month,Yes,Credit card (automatic),55.05,102.75,Yes
5035-PGZXH,Female,0.0,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,,Yes,Electronic check,106.8,,No
8695-WDYEA,Male,0.0,,No,1.0,,,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,
6543-JXSOO,Female,0.0,Yes,Yes,23.0,Yes,,,,Yes,,,No,No,,Yes,Mailed check,,,No
8016-ZMGMO,Female,,Yes,No,,Yes,Yes,DSL,No,Yes,Yes,No,,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,No
8605-ITULD,Female,0.0,,No,,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No
3254-YRILK,Male,1.0,No,No,19.0,Yes,,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,,,88.2,1775.8,
6416-YJTTB,Male,,,No,11.0,Yes,No,Fiber optic,Yes,No,Yes,No,,No,Month-to-month,Yes,,79.5,,No
2667-WYLWJ,Female,0.0,Yes,Yes,8.0,Yes,No,No,No internet service,,,No internet service,No internet service,No internet service,,Yes,Mailed check,19.75,145,Yes
4472-VESGY,,,Yes,Yes,52.0,,Yes,Fiber optic,Yes,Yes,Yes,,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No
3195-TQDZX,,0.0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No
3128-YOVTD,Female,0.0,Yes,Yes,51.0,,,Fiber optic,Yes,Yes,No,,No,No,Month-to-month,Yes,Bank transfer (automatic),,4018.55,No
0529-ONKER,Male,1.0,,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,Yes
1728-CXQBE,Male,,,No,64.0,Yes,,Fiber optic,,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,No
,Female,0.0,No,No,37.0,No,,DSL,No,No,,,No,,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No
5014-GSOUQ,Male,0.0,No,No,13.0,,,,No internet service,No internet service,,,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,No
5724-BIDBU,Male,0.0,,No,49.0,Yes,Yes,DSL,Yes,No,No,No,No,No,,Yes,Electronic check,55.35,2633.95,No
0481-SUMCB,Female,1.0,,,45.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,,Bank transfer (automatic),,4735.35,No
1769-GRUIK,Female,0.0,,No,18.0,Yes,No,,,No,,No,No,No,Month-to-month,Yes,Electronic check,71.1,,No
5240-IJOQT,Male,1.0,No,,,Yes,,Fiber optic,,No,,,No,No,Month-to-month,,Electronic check,74.7,74.7,Yes
8819-WFGGJ,Male,0.0,Yes,No,68.0,No,No phone service,DSL,Yes,No,Yes,No,,Yes,Two year,Yes,,54.1,,No
7427-AUFPY,,,No,,54.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,No,Credit card (automatic),19.65,1008.7,No
2811-POVEX,Female,1.0,Yes,Yes,,Yes,No,Fiber optic,No,Yes,,No,No,,Month-to-month,Yes,,88.45,2130.55,No
1092-GANHU,Male,0.0,No,No,17.0,Yes,,Fiber optic,,No,Yes,No,,,,Yes,Electronic check,76.65,,Yes
7898-PDWQE,,,Yes,No,,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,Two year,,Credit card (automatic),80.4,5727.15,No
9972-EWRJS,Female,,Yes,Yes,67.0,Yes,No,,No internet service,No internet service,,No internet service,No internet service,,Two year,,,19.25,,No
9314-IJWSQ,,0.0,Yes,Yes,14.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,84.8,1203.9,No
0661-XEYAN,Female,1.0,No,,1.0,,No phone service,,No,,,No,No,No,Month-to-month,,Mailed check,25.8,,Yes
5799-JRCZO,Female,0.0,No,,63.0,Yes,No,No,,No internet service,No internet service,,No internet service,No internet service,,No,Credit card (automatic),19.5,,No
1921-KYSAY,Female,0.0,No,No,41.0,Yes,,DSL,,No,Yes,Yes,,Yes,One year,Yes,Electronic check,68.6,2877.05,No
6198-RTPMF,Female,0.0,Yes,No,,Yes,Yes,,No,No,No,,Yes,,,No,Electronic check,92.6,1579.7,No
2924-KHUVI,,,Yes,No,56.0,,Yes,Fiber optic,Yes,,,,,,One year,Yes,Electronic check,100.55,5514.95,No
1925-GMVBW,,0.0,,No,5.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,No
,Female,0.0,No,,2.0,No,,,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,,,Yes
6184-DYUOB,Female,0.0,Yes,,3.0,Yes,No,No,,No internet service,No internet service,,No internet service,No internet service,Month-to-month,,,19.6,55.25,No
9207-ZPANB,Male,0.0,No,No,37.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,,One year,,Electronic check,67.45,,
5766-XQXMQ,Female,,No,No,29.0,,No,DSL,Yes,Yes,,No,No,,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes
9327-QSDED,Male,0.0,No,No,8.0,,No,DSL,No,No,,No,No,No,Month-to-month,,,43.55,335.4,
1656-DRSMG,Female,0.0,No,No,63.0,Yes,Yes,Fiber optic,No,Yes,,,,,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No
3012-VFFMN,,0.0,Yes,,7.0,Yes,No,No,,No internet service,,No internet service,No internet service,No internet service,Month-to-month,No,,,158.95,No
2984-AFWNC,,0.0,No,No,3.0,Yes,,Fiber optic,No,Yes,No,No,,,Month-to-month,No,Electronic check,95.4,293.15,No
0640-YJTPY,Male,0.0,,Yes,72.0,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,,21.0,1493.75,No
,Female,0.0,No,,19.0,Yes,No,,No,No,No,No,No,Yes,,,Electronic check,56.2,1093.4,No
9764-REAFF,Female,,Yes,No,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),18.4,1057.85,
3703-VAVCL,Male,0.0,Yes,,2.0,Yes,,Fiber optic,No,,Yes,Yes,No,Yes,,,Credit card (automatic),,,Yes
7107-UBYKY,Female,0.0,Yes,Yes,35.0,Yes,Yes,,,,,No internet service,No internet service,No internet service,,,Electronic check,25.75,,No
,Male,0.0,No,No,14.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),19.6,,
8519-QJGJD,,0.0,No,No,14.0,Yes,No,Fiber optic,No,,Yes,No,,No,Month-to-month,No,Electronic check,75.35,1025.95,Yes
7876-DNYAP,Female,,Yes,Yes,69.0,Yes,No,,,No internet service,No internet service,No internet service,No internet service,,Two year,No,Credit card (automatic),19.8,,No
7905-NJMXS,Male,1.0,,,7.0,,Yes,,Yes,,,Yes,No,No,Month-to-month,No,Electronic check,64.2,475,No
2882-WDTBA,Male,0.0,Yes,Yes,69.0,Yes,No,DSL,Yes,Yes,Yes,Yes,,No,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No
2091-GPPIQ,,0.0,Yes,,72.0,,Yes,DSL,No,Yes,No,,,Yes,,,,,,
,,0.0,No,No,8.0,Yes,Yes,Fiber optic,,,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,
5071-FBJFS,Female,,Yes,,4.0,Yes,No,,,No,,No,,No,Month-to-month,No,,50.3,217.1,No
2796-UUZZO,Male,0.0,,Yes,63.0,,No,Fiber optic,No,Yes,Yes,,No,,Month-to-month,Yes,,80.3,4896.35,No
2429-AYKKO,Male,0.0,,No,72.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,
,,0.0,,No,,Yes,No,No,,No internet service,No internet service,,,,,Yes,,,,
0330-IVZHA,,,Yes,No,5.0,,No,Fiber optic,No,No,No,No,No,,,,Electronic check,69.95,330.15,
3794-NFNCH,,,,No,30.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No
5193-QLVZB,Male,,No,No,63.0,Yes,,Fiber optic,No,Yes,Yes,,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No
7114-AEOZE,Female,0.0,No,No,60.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No
2886-KEFUM,Female,0.0,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,,Yes,Electronic check,,6873.75,Yes
,Male,0.0,Yes,Yes,,Yes,No,Fiber optic,No,No,No,Yes,,,,No,Electronic check,,2199.05,No
4237-RLAQD,Male,0.0,No,No,1.0,Yes,No,DSL,,No,No,No,No,No,Month-to-month,,Mailed check,45.85,45.85,Yes
9957-YODKZ,Male,1.0,,No,,Yes,,,No,,Yes,No,,No,Month-to-month,Yes,Electronic check,,457.1,No
6518-KZXCB,Male,0.0,,No,22.0,Yes,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,,No,,25.25,566.5,
2245-ADZFJ,Female,,,Yes,31.0,Yes,Yes,DSL,,Yes,No,Yes,Yes,,Two year,No,Bank transfer (automatic),80.55,,No
7776-QGYJC,Female,0.0,Yes,,,Yes,No,,No,No,Yes,Yes,,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No
,Male,0.0,,No,,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,,No
9651-GTSAQ,Female,,Yes,No,53.0,,No,Fiber optic,,,,No,Yes,Yes,One year,,Bank transfer (automatic),,5769.75,Yes
3186-BAXNB,Female,0.0,No,No,1.0,,No,,,Yes,No,Yes,Yes,No,Month-to-month,,Electronic check,91.7,91.7,Yes
4672-FOTSD,Male,0.0,No,No,12.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,,67.25,832.3,No
0637-YLETY,Female,0.0,,No,16.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,
,Female,0.0,No,No,2.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,No
7338-ERIVA,,0.0,No,,,,No phone service,DSL,Yes,,No,Yes,Yes,No,One year,No,,45.05,1790.6,No
1157-BQCUW,,0.0,No,No,1.0,Yes,,Fiber optic,,,No,No,No,,,Yes,Electronic check,,74.95,Yes
8259-NFJTV,Female,0.0,,,7.0,No,No phone service,DSL,Yes,No,No,Yes,,,Month-to-month,No,,34.65,246.6,
,Male,1.0,No,No,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,,,69.35,261.65,No
2660-EMUBI,,,No,No,10.0,Yes,Yes,,No,No,No,No,,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Yes
6968-GMKPR,Female,0.0,No,No,55.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,,No
4751-ERMAN,Male,,Yes,Yes,72.0,Yes,,DSL,No,,,,Yes,,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No
1436-ZMJAN,Female,0.0,Yes,No,10.0,,No,DSL,,No,Yes,No,Yes,Yes,Month-to-month,,Credit card (automatic),67.8,,No
3292-PBZEJ,Male,1.0,No,No,11.0,Yes,Yes,Fiber optic,No,Yes,Yes,,Yes,Yes,Month-to-month,,Electronic check,111.4,1183.05,No
0799-DDIHE,Female,0.0,Yes,Yes,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,,46.3,639.45,
3070-FNFZQ,Female,0.0,Yes,Yes,23.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,,20.4,,No
2812-SFXMJ,Male,,No,Yes,,Yes,No,No,,No internet service,No internet service,,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No
7675-OZCZG,,1.0,,No,3.0,Yes,No,,No,,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,Yes
,Male,0.0,Yes,,47.0,Yes,No,Fiber optic,Yes,,,No,No,,One year,Yes,Electronic check,96.1,4391.45,No
,Female,0.0,No,,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.65,270.6,No
2003-CKLOR,Male,0.0,No,,66.0,Yes,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,,99.5,6710.5,
0993-OSGPT,Female,1.0,Yes,No,68.0,Yes,No,DSL,No,,Yes,Yes,No,No,,Yes,,60.65,,
9254-RBFON,Female,0.0,Yes,,17.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes
1205-WNWPJ,Female,0.0,No,No,,,,DSL,No,No,No,Yes,Yes,,Month-to-month,Yes,Mailed check,59.5,415.95,Yes
9391-EOYLI,Male,1.0,Yes,No,12.0,,,Fiber optic,No,No,No,,,Yes,Month-to-month,,Electronic check,80.45,950.2,Yes
7108-DGVUU,,,Yes,No,21.0,,,DSL,No,Yes,,No,No,Yes,,,Bank transfer (automatic),71.7,1497.05,No
2782-JEEBU,Male,0.0,,,21.0,No,No phone service,,No,Yes,No,Yes,No,No,,Yes,Mailed check,,,
5127-BZENZ,Female,0.0,Yes,Yes,56.0,,Yes,,,,No,,Yes,No,,,Bank transfer (automatic),65.2,3512.15,No
2720-FVBQP,,0.0,Yes,,6.0,,Yes,DSL,No,No,No,No,No,,Month-to-month,Yes,Credit card (automatic),48.95,,No
9906-NHHVC,Female,1.0,,No,65.0,No,No phone service,,No,,Yes,No,,Yes,Two year,,Bank transfer (automatic),,3517.9,No
4522-XRWWI,Male,,Yes,No,42.0,,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,,No
3766-EJLFL,,,Yes,,68.0,,,Fiber optic,Yes,,Yes,Yes,Yes,Yes,Two year,Yes,,109.05,,No
5939-SXWHM,,0.0,Yes,Yes,48.0,Yes,Yes,,,No internet service,,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,No
,Female,1.0,No,No,50.0,Yes,Yes,Fiber optic,No,Yes,No,,Yes,Yes,One year,Yes,Electronic check,106.8,,No
7351-KYHQH,,1.0,No,,7.0,Yes,No,DSL,,Yes,Yes,No,Yes,,Month-to-month,Yes,Electronic check,64.95,493.65,
7643-RCHXS,Female,0.0,,Yes,63.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,,Two year,No,Electronic check,19.35,1263.85,No
8246-SHFGA,Male,0.0,No,No,17.0,Yes,No,No,,No internet service,,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,385.55,No
8387-MOJJT,Female,,Yes,Yes,42.0,Yes,No,,No,,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,3384,
0620-XEFWH,Male,0.0,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,No,Mailed check,18.85,84.2,No
,Female,0.0,No,Yes,62.0,,Yes,,No internet service,No internet service,,,No internet service,No internet service,Two year,No,,26.0,1638.7,No
2761-OCIAX,,1.0,No,No,2.0,,No,Fiber optic,,Yes,No,,No,,,Yes,,74.7,,Yes
7321-VGNKU,Female,0.0,Yes,,,,No,Fiber optic,,No,,No,,,,Yes,Electronic check,70.35,120.25,No
5327-CNLUQ,,0.0,Yes,No,48.0,Yes,,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,,No
7552-KEYGT,Male,,Yes,No,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,No
5816-JMLGY,,,Yes,Yes,70.0,,No,,No,Yes,Yes,,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No
,Male,1.0,No,No,1.0,Yes,Yes,Fiber optic,No,,Yes,No,Yes,,Month-to-month,Yes,Electronic check,88.8,88.8,Yes
2927-QRRQV,Male,0.0,,No,46.0,,Yes,Fiber optic,No,,Yes,No,Yes,No,One year,,Electronic check,94.65,4312.5,No
6032-KRXXO,Male,0.0,No,,30.0,Yes,No,,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,Yes
7459-RRWQZ,,0.0,No,No,15.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,,Yes,Bank transfer (automatic),64.65,,Yes
6265-SXWBU,,0.0,Yes,Yes,,Yes,Yes,,No,Yes,,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,
,Male,0.0,,No,65.0,Yes,,,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,Yes,Credit card (automatic),,1218.65,No
6374-NTQLP,Male,1.0,Yes,Yes,72.0,Yes,No,Fiber optic,,No,,Yes,Yes,Yes,,Yes,Credit card (automatic),,7447.7,No
4154-AQUGT,Male,1.0,Yes,No,13.0,Yes,No,Fiber optic,No,Yes,,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,,Yes
2387-KDZQY,Male,0.0,,No,17.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,,No internet service,,Yes,Mailed check,,279.5,
,,,,No,51.0,Yes,Yes,Fiber optic,Yes,,Yes,,Yes,Yes,One year,Yes,Electronic check,,5720.35,No
