Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
UX Researcher,76766.0,22.0,PhD,0.29,,,Medium,,0.99,0.52,0.2,,0.33,,,0.7,
Chef,121865.0,16.0,PhD,0.35,,0.53,Medium,0.69,0.57,0.68,0.0,0.93,,0.41,0.77,,0.95
Teacher,133457.0,,PhD,0.16,0.67,0.24,Low,0.02,0.56,0.38,0.51,0.56,0.31,0.3,0.73,0.87,0.19
Truck Driver,131126.0,12.0,Bachelor's,0.9,0.85,0.84,High,0.36,0.13,0.59,0.53,,0.45,0.8,0.59,,0.55
Construction Worker,73066.0,29.0,Master's,,1.13,,High,0.71,,0.02,,0.33,0.67,0.22,0.59,0.91,0.8
Doctor,72875.0,,Master's,0.98,0.51,0.21,Low,0.41,0.86,,,0.61,,,0.18,0.76,0.02
Security Guard,,18.0,High School,0.01,,0.79,High,,,0.34,0.11,0.07,0.59,0.52,0.74,,
Software Engineer,98232.0,,PhD,0.03,0.84,0.69,Medium,0.87,,0.59,0.85,0.44,0.02,0.07,0.51,,0.69
Chef,132491.0,23.0,Master's,0.19,1.27,,Medium,0.62,0.64,0.03,0.83,0.79,0.26,0.71,0.21,0.04,0.2
Data Scientist,70741.0,18.0,High School,0.34,,0.5,Medium,,,,,,0.3,0.87,0.75,0.86,
Truck Driver,76566.0,24.0,High School,0.7,,0.81,High,,0.83,,,0.86,0.46,,0.62,0.8,0.43
AI Engineer,78817.0,28.0,High School,,,,Low,0.46,0.79,0.82,,0.18,0.47,,0.75,0.81,0.03
Software Engineer,137334.0,1.0,Master's,0.65,1.33,0.32,Medium,,0.55,0.2,0.32,0.28,0.53,0.05,0.16,0.81,0.13
Financial Analyst,,5.0,Master's,0.63,1.2,0.56,Medium,0.97,0.86,,,0.48,,0.61,0.54,0.47,0.29
Retail Worker,42938.0,26.0,Bachelor's,0.5,0.66,0.79,High,0.32,,,0.83,0.56,,,,0.47,0.96
Construction Worker,,5.0,Master's,,,0.74,High,,0.58,0.36,0.28,0.81,0.37,0.32,,0.85,0.36
Nurse,71628.0,19.0,PhD,,,,Low,0.0,,0.34,1.0,,0.76,,0.89,0.32,
Truck Driver,,2.0,Master's,,0.97,,High,0.91,0.42,0.78,0.27,0.7,0.0,0.87,0.03,0.71,0.05
Marketing Manager,74440.0,7.0,PhD,0.5,0.92,0.38,Medium,0.33,,0.67,0.07,0.75,0.05,0.54,,0.59,
Doctor,43453.0,7.0,PhD,0.31,0.74,0.12,Low,0.9,,0.73,,0.91,0.74,0.2,0.84,0.2,
Chef,140252.0,7.0,Master's,0.27,1.3,0.7,Medium,,0.44,,0.29,0.02,0.22,0.28,0.44,0.17,0.87
Financial Analyst,99212.0,29.0,High School,,1.15,,Medium,0.96,0.0,0.25,,0.93,0.72,0.77,0.09,0.51,0.23
Graphic Designer,50043.0,,Master's,0.81,0.64,0.49,Medium,0.94,0.19,0.98,,0.56,0.17,0.32,0.42,0.31,0.28
Financial Analyst,33017.0,21.0,Master's,,1.23,0.3,Low,0.6,0.92,0.29,0.19,0.65,,0.69,0.32,0.25,0.96
Teacher,118913.0,,Master's,0.46,1.35,0.16,Low,0.42,,0.43,0.54,,0.44,0.78,0.68,0.64,0.91
Customer Support,144420.0,2.0,Master's,0.56,1.29,,High,0.32,0.14,0.89,0.47,0.88,,0.67,,,0.4
Customer Support,126805.0,15.0,Bachelor's,0.8,0.87,0.8,High,,,0.09,0.65,,0.41,0.68,,0.59,0.77
Chef,144780.0,8.0,Bachelor's,0.17,1.4,0.56,Medium,0.88,0.49,,0.92,,0.45,,0.39,0.39,0.29
Chef,137009.0,13.0,Bachelor's,0.86,0.57,0.57,Medium,0.17,0.34,0.06,0.27,,0.89,0.22,,0.47,0.87
AI Engineer,82328.0,8.0,Bachelor's,0.51,1.17,0.26,Low,,0.4,,,,0.53,0.35,,,0.42
Software Engineer,,25.0,Master's,0.86,0.65,0.48,Medium,0.41,,0.25,0.64,0.88,0.42,0.91,0.99,0.11,0.23
UX Researcher,35703.0,5.0,PhD,0.96,,0.31,Medium,,1.0,0.18,0.5,,0.02,0.6,,0.86,0.28
Data Scientist,110146.0,21.0,PhD,0.67,0.72,0.31,Medium,,0.29,0.81,0.8,0.46,0.61,,,0.43,0.28
Software Engineer,,8.0,PhD,0.54,0.95,0.48,Medium,,0.72,0.21,0.2,0.41,0.23,0.58,0.37,0.45,0.54
Teacher,89254.0,25.0,PhD,0.16,1.38,0.16,Low,0.41,0.04,0.5,,0.56,0.71,0.18,0.25,,0.95
Mechanic,62009.0,14.0,PhD,0.5,0.71,0.32,Medium,0.33,0.14,,0.53,0.14,0.01,,0.18,,0.34
HR Specialist,56651.0,18.0,Bachelor's,0.32,0.59,0.39,Medium,0.19,0.43,0.66,0.26,0.01,0.52,0.61,0.96,0.59,0.47
Graphic Designer,59410.0,16.0,PhD,0.93,1.33,0.43,Medium,0.24,0.26,,,,0.07,,0.81,0.29,0.66
Nurse,103844.0,,Master's,0.89,1.35,0.18,Low,0.69,0.88,0.5,,0.75,0.22,0.39,0.87,0.72,
Retail Worker,128035.0,23.0,Master's,0.36,0.78,0.74,High,0.74,0.25,0.45,,0.98,0.39,0.08,0.09,,0.6
Truck Driver,147270.0,13.0,Bachelor's,0.43,0.55,0.83,High,0.5,,0.1,0.12,,0.61,0.2,0.25,,0.96
Nurse,43769.0,2.0,Bachelor's,0.23,0.83,0.1,Low,0.49,0.02,,,0.9,0.16,0.8,,0.13,0.4
Financial Analyst,,,Bachelor's,,,0.52,Medium,,0.95,0.13,0.97,0.23,0.77,0.34,0.14,0.86,0.31
Construction Worker,79004.0,,Master's,0.57,0.97,,High,0.73,,,0.9,,,0.72,0.44,0.4,0.14
Graphic Designer,140190.0,17.0,Master's,0.13,0.98,0.61,Medium,,0.48,0.99,0.69,,0.41,0.77,0.04,0.12,0.2
Truck Driver,51071.0,6.0,PhD,0.85,0.85,,High,0.71,,0.36,0.58,,0.08,0.99,0.13,0.07,0.88
Marketing Manager,97913.0,15.0,High School,0.65,0.83,,Medium,0.26,0.34,,0.72,0.51,0.94,0.04,0.5,0.58,0.92
Lawyer,138336.0,8.0,Bachelor's,0.57,,,Medium,0.88,,0.73,0.93,0.66,0.44,0.04,0.92,,0.03
Doctor,,23.0,High School,0.48,,0.1,Low,0.06,0.57,,0.51,0.82,,,,0.7,0.42
Lawyer,54578.0,27.0,High School,,0.85,,Medium,,0.67,0.0,,0.11,0.09,0.33,0.37,0.21,0.59
Financial Analyst,83609.0,24.0,High School,,0.82,0.62,Medium,0.69,0.72,0.7,,0.1,0.27,0.83,0.98,0.49,0.01
Software Engineer,51182.0,8.0,High School,0.05,1.44,0.51,Medium,0.33,0.16,0.34,0.02,0.36,0.53,0.87,0.69,0.11,
UX Researcher,127841.0,1.0,PhD,0.2,0.53,0.62,Medium,0.02,0.83,0.14,0.97,0.6,0.73,0.11,0.86,,0.65
Research Scientist,101160.0,5.0,High School,0.72,0.51,0.2,Low,0.85,0.36,0.11,0.42,0.73,,,0.15,0.8,0.06
Marketing Manager,38711.0,7.0,Bachelor's,0.37,1.26,0.69,Medium,0.11,0.31,0.81,0.27,0.22,0.83,0.99,,0.28,
Graphic Designer,138886.0,23.0,Master's,0.76,,0.65,Medium,0.03,0.56,0.21,0.34,0.78,0.19,0.64,0.65,,0.78
Research Scientist,97696.0,20.0,High School,0.53,,0.16,Low,0.55,0.68,,0.39,0.27,0.17,0.69,,0.69,0.37
Truck Driver,105948.0,10.0,High School,0.76,1.27,0.81,High,0.61,,0.7,0.84,,0.51,0.46,0.64,0.68,0.56
Lawyer,44235.0,,PhD,,1.45,0.62,Medium,0.37,0.56,,,0.25,0.69,0.85,,0.53,0.4
Truck Driver,61688.0,26.0,High School,0.12,1.26,,High,0.46,0.66,0.91,0.09,0.77,0.62,0.6,0.29,0.68,0.79
Security Guard,47883.0,22.0,High School,,0.6,0.92,High,0.51,0.81,0.37,,0.04,0.28,,0.56,0.02,0.52
Customer Support,105569.0,15.0,PhD,,1.2,0.86,High,0.98,0.14,0.43,0.42,0.42,0.66,0.49,,0.43,
Software Engineer,73271.0,,Bachelor's,0.31,0.61,0.64,Medium,1.0,0.29,0.36,0.94,,0.3,0.58,0.94,,0.74
Teacher,147327.0,,Bachelor's,0.18,1.32,0.12,Low,0.93,0.36,0.86,,0.51,0.11,0.66,0.84,0.72,0.52
Security Guard,76798.0,0.0,Master's,0.2,0.84,0.82,High,,0.75,0.33,,,0.98,0.23,0.61,0.43,0.07
Doctor,127077.0,,Master's,0.7,1.01,0.27,Low,,,0.94,0.38,0.58,0.79,,,0.14,0.29
Construction Worker,145088.0,12.0,Master's,0.81,0.72,0.88,High,0.94,0.53,0.54,0.46,0.33,0.48,0.6,,0.94,0.86
Data Scientist,33841.0,28.0,High School,0.47,1.16,,Medium,0.39,0.96,0.42,,0.71,0.95,0.24,0.75,0.52,0.27
Data Scientist,141789.0,27.0,Bachelor's,0.55,,0.43,Medium,0.48,0.62,0.4,0.2,0.96,0.51,0.73,,0.36,
Teacher,102828.0,1.0,Bachelor's,0.54,,0.17,Low,0.13,0.5,,0.13,0.93,0.6,,0.4,0.91,
UX Researcher,50754.0,13.0,High School,0.37,1.46,0.63,Medium,,,,0.29,,0.86,0.03,0.08,0.27,0.2
Construction Worker,,,High School,,,0.7,Medium,0.43,,0.11,0.68,0.7,0.72,0.73,0.0,0.95,
UX Researcher,118110.0,3.0,Master's,0.02,1.43,0.62,Medium,0.84,,0.74,0.96,0.68,0.57,0.95,0.44,0.6,0.48
Mechanic,96178.0,16.0,High School,0.08,1.0,0.57,Medium,0.79,0.58,,0.94,0.06,0.4,0.02,0.33,0.54,
HR Specialist,146903.0,21.0,PhD,0.13,0.59,0.54,Medium,0.53,0.27,0.9,0.93,0.4,0.89,,0.74,0.48,0.12
Chef,101835.0,22.0,Master's,,1.23,,Medium,0.02,0.1,0.5,0.69,0.33,0.7,,0.7,0.49,0.91
UX Researcher,144300.0,13.0,PhD,0.27,1.03,0.63,Medium,0.4,0.72,0.88,0.22,0.81,0.76,0.36,,0.26,
Doctor,,14.0,High School,0.43,0.83,0.09,Low,0.77,,0.57,0.96,0.32,0.22,0.68,0.76,0.22,0.08
HR Specialist,30567.0,8.0,Bachelor's,0.98,1.14,,Medium,1.0,0.89,0.51,0.83,0.82,0.93,0.84,0.64,0.61,0.47
Truck Driver,119342.0,3.0,High School,0.8,,0.82,High,0.57,0.44,,,,,0.09,0.03,0.79,0.26
Customer Support,,7.0,Bachelor's,0.06,,0.89,High,0.49,0.88,0.4,0.27,0.35,0.71,,0.9,0.6,0.49
Marketing Manager,101486.0,16.0,PhD,,0.86,,Medium,0.62,0.5,0.99,0.46,0.07,0.98,0.84,0.18,0.9,0.34
Mechanic,56926.0,15.0,Master's,0.91,1.03,0.36,Medium,0.37,0.72,0.17,0.59,0.7,0.34,0.69,0.88,,0.38
Research Scientist,64986.0,,PhD,0.75,1.36,0.21,Low,0.86,0.11,0.35,0.88,0.2,0.08,0.79,0.84,0.16,0.85
Financial Analyst,30944.0,,High School,0.52,1.33,0.47,Medium,,0.28,0.51,0.53,0.81,0.79,0.58,0.78,,0.05
HR Specialist,60540.0,11.0,Master's,,0.75,0.58,Medium,0.41,0.88,0.3,0.01,0.3,0.58,0.38,,,0.91
Data Scientist,87410.0,,Bachelor's,0.46,1.05,0.68,Medium,,,0.73,0.38,0.01,,0.46,0.49,0.02,0.69
Data Scientist,148362.0,2.0,Master's,0.56,0.8,0.37,Medium,0.41,0.23,,0.2,0.51,0.16,,0.75,0.11,0.47
Software Engineer,72460.0,12.0,Master's,,,,Medium,,0.92,0.55,0.58,0.4,0.95,,0.29,0.84,0.43
Chef,,4.0,Master's,0.82,0.69,0.58,Medium,,0.3,0.3,0.73,0.23,,0.72,0.17,,0.24
Truck Driver,106054.0,29.0,High School,0.48,0.54,,High,,,0.32,0.45,0.63,0.15,0.19,0.86,0.26,0.38
Teacher,139588.0,26.0,PhD,0.66,0.84,0.22,Low,0.02,0.74,,0.81,0.95,0.93,0.91,,0.36,0.47
HR Specialist,97143.0,15.0,Bachelor's,0.88,,0.67,Medium,0.82,0.98,,0.28,0.11,0.11,0.29,0.61,0.8,0.9
Mechanic,49798.0,14.0,PhD,0.01,0.69,0.34,Medium,0.36,0.5,0.04,0.35,0.18,,0.46,0.5,0.43,0.96
Doctor,87748.0,7.0,PhD,,1.24,0.19,Low,0.93,0.38,0.46,,,,0.16,0.54,0.53,
Retail Worker,46254.0,,High School,0.62,0.69,0.82,High,0.72,0.53,,0.32,0.61,0.94,0.67,0.07,0.46,0.89
Chef,75211.0,,Bachelor's,0.99,1.45,0.33,Medium,0.93,,0.84,0.42,0.44,,,0.03,0.59,0.19
HR Specialist,39695.0,6.0,PhD,0.35,0.97,0.43,Medium,0.11,0.15,,0.47,0.95,0.12,0.95,0.73,0.64,0.65
Mechanic,57740.0,0.0,Bachelor's,,,0.58,Medium,0.59,,0.07,0.69,0.53,,0.34,,0.89,0.5
Security Guard,99306.0,14.0,Bachelor's,0.4,0.6,0.72,High,0.05,0.38,0.34,0.72,,0.05,0.22,,0.55,0.14
UX Researcher,54524.0,17.0,High School,0.42,0.57,0.5,Medium,,0.77,0.66,0.45,0.22,0.73,0.71,0.15,0.91,0.06
UX Researcher,92345.0,,Bachelor's,0.19,1.41,,Medium,0.79,0.23,,0.36,0.83,0.02,0.24,0.15,0.86,0.47
Teacher,93220.0,,Master's,0.45,,,Low,0.71,0.29,0.17,0.92,0.42,0.28,,0.92,0.39,0.56
Lawyer,108610.0,13.0,Master's,,0.73,0.7,Medium,0.96,0.84,0.69,,0.91,0.28,0.8,0.92,0.6,0.8
Financial Analyst,64722.0,23.0,Bachelor's,0.19,,,Medium,0.51,0.16,0.42,0.83,0.99,0.32,,0.51,0.95,
Security Guard,,,PhD,0.92,0.87,0.93,High,0.92,,0.27,0.4,0.87,0.36,,,0.06,0.41
AI Engineer,138347.0,21.0,Bachelor's,0.78,0.96,0.22,Low,,0.16,0.4,0.58,0.95,0.07,0.51,0.33,0.51,0.02
Marketing Manager,58152.0,13.0,Master's,0.82,1.05,0.48,Medium,0.29,,0.38,0.84,0.97,0.44,0.39,0.85,0.43,0.55
Lawyer,95063.0,3.0,PhD,0.74,,0.62,Medium,0.78,,0.72,0.8,0.35,0.17,0.0,0.45,,0.55
Retail Worker,125761.0,21.0,PhD,,,0.76,High,0.48,0.5,,0.27,,0.72,0.77,0.46,0.71,0.74
Graphic Designer,,4.0,High School,,1.32,0.38,Medium,0.19,0.13,0.14,0.75,0.47,,0.75,0.6,,0.02
Customer Support,73262.0,2.0,PhD,,0.51,0.71,High,,0.68,0.27,,0.79,0.31,0.04,0.93,0.35,0.11
Retail Worker,51730.0,25.0,High School,0.77,0.72,0.77,High,0.24,0.99,0.2,0.58,0.93,0.15,0.97,,0.88,0.21
Security Guard,123878.0,5.0,Bachelor's,0.76,0.77,0.82,High,,0.27,0.19,0.68,0.53,,0.26,,0.41,0.11
Software Engineer,89300.0,11.0,High School,0.04,0.93,0.32,Medium,0.1,0.66,0.65,0.03,0.0,0.08,0.76,0.58,0.04,0.49
Data Scientist,131971.0,5.0,Bachelor's,0.87,1.43,0.43,Medium,0.14,0.24,,,0.47,0.31,0.43,0.3,0.26,0.59
HR Specialist,113441.0,10.0,Bachelor's,0.26,1.16,0.31,Medium,,0.29,0.88,0.76,,,0.27,0.65,,0.86
Customer Support,,15.0,Bachelor's,,1.48,0.92,High,0.57,0.4,0.36,,,,0.6,,0.05,0.16
Graphic Designer,113446.0,8.0,High School,0.73,1.31,0.64,Medium,0.99,,0.71,0.12,,0.85,0.37,0.59,0.5,0.65
Retail Worker,,25.0,Master's,0.06,,0.92,High,0.48,0.08,0.56,0.33,,0.85,0.52,0.93,,0.69
Lawyer,118552.0,4.0,Master's,0.43,0.7,0.66,Medium,0.17,0.29,0.52,0.26,,,,0.06,0.37,
Marketing Manager,148977.0,29.0,PhD,0.42,,0.45,Medium,0.94,0.05,0.67,,,0.18,0.3,,0.08,0.81
UX Researcher,48715.0,,Master's,0.73,0.6,0.59,Medium,,,0.04,0.02,0.37,0.15,0.56,0.92,0.39,0.84
HR Specialist,147045.0,19.0,PhD,,,0.43,Medium,0.91,,0.61,0.45,0.94,0.12,0.21,,0.43,0.28
Software Engineer,,16.0,High School,0.6,1.11,0.51,Medium,0.09,0.45,1.0,,0.89,0.82,,0.23,0.0,0.3
Truck Driver,,25.0,PhD,0.47,,0.92,High,0.75,0.94,0.05,0.01,,0.29,0.25,0.33,0.27,0.51
Customer Support,132785.0,24.0,PhD,0.51,1.17,0.8,High,0.25,0.17,0.35,,,0.67,0.23,0.59,,0.48
UX Researcher,123249.0,23.0,Master's,0.49,1.07,0.59,Medium,0.11,0.75,0.14,,0.98,0.96,0.06,0.44,0.19,0.49
Research Scientist,,,Bachelor's,0.95,1.13,0.14,Low,0.6,0.31,0.91,0.87,0.56,0.32,0.29,,0.82,0.45
Customer Support,136128.0,,Bachelor's,0.49,1.41,0.91,High,0.15,,0.44,0.25,0.69,,0.18,0.91,0.75,0.93
AI Engineer,142109.0,8.0,Bachelor's,,0.87,0.06,Low,0.76,0.7,0.6,,0.03,,0.42,0.56,0.43,
UX Researcher,87737.0,25.0,Master's,0.75,1.44,0.54,Medium,0.01,0.03,0.7,0.28,0.58,0.2,0.27,0.5,0.98,0.62
Teacher,,0.0,Master's,0.96,0.71,0.13,Low,0.77,,0.52,0.99,,0.3,,,0.12,0.37
AI Engineer,141654.0,27.0,High School,0.64,1.39,0.27,Low,0.7,0.47,0.51,,0.34,,0.82,0.91,0.54,0.73
UX Researcher,50662.0,20.0,High School,0.61,1.2,0.48,Medium,0.24,0.88,0.74,0.9,0.82,0.99,0.19,0.09,0.34,
Software Engineer,116755.0,1.0,Bachelor's,0.44,0.56,0.69,Medium,0.59,0.56,0.66,0.5,0.03,0.61,0.72,0.42,0.76,0.23
Data Scientist,133719.0,6.0,High School,,,0.64,Medium,0.83,0.38,,,0.24,0.17,0.97,,,0.34
HR Specialist,127427.0,,Bachelor's,0.34,1.04,0.57,Medium,0.63,0.46,0.56,0.28,0.02,0.63,0.25,0.67,0.75,0.92
Chef,130628.0,,PhD,0.01,1.49,0.57,Medium,0.64,0.02,0.86,,0.84,0.02,0.65,0.43,,0.11
Teacher,43686.0,3.0,High School,,0.99,0.21,Low,,0.68,0.07,,0.29,,0.87,0.37,0.07,0.89
Research Scientist,57313.0,26.0,PhD,0.85,1.35,0.17,Low,0.18,,,0.49,0.54,0.26,0.37,0.43,0.13,0.46
UX Researcher,91404.0,6.0,Master's,0.83,,0.51,Medium,0.03,0.67,0.4,0.45,0.87,0.46,0.02,0.23,0.48,0.42
Financial Analyst,109794.0,20.0,Bachelor's,0.54,1.19,0.49,Medium,0.44,0.45,0.41,,,0.89,0.33,0.15,0.1,0.01
HR Specialist,,8.0,PhD,0.19,,0.51,Medium,,0.09,0.46,0.74,0.99,0.67,,0.72,0.6,0.21
Nurse,56162.0,9.0,High School,0.43,,0.23,Low,0.64,,0.48,0.51,0.85,,0.9,0.89,0.98,
Customer Support,85420.0,,Bachelor's,0.17,1.21,0.77,High,0.28,0.24,0.88,0.87,0.63,0.47,0.67,0.61,,0.38
Financial Analyst,,4.0,Bachelor's,0.59,1.15,,Medium,,0.08,0.35,0.42,0.02,0.36,0.27,0.51,0.34,
Nurse,91336.0,8.0,PhD,0.16,1.29,0.3,Low,0.02,0.7,0.25,0.04,0.4,0.94,,0.59,,0.87
HR Specialist,104474.0,,Master's,,1.18,0.57,Medium,0.94,,0.04,0.47,0.4,0.31,,0.38,0.43,0.98
Customer Support,72628.0,8.0,Master's,0.92,,0.86,High,0.83,0.36,0.43,0.41,0.37,0.93,0.83,0.11,0.11,0.43
Research Scientist,135494.0,19.0,High School,0.62,,0.18,Low,0.01,0.32,,0.48,0.98,0.87,0.36,0.05,0.85,0.91
Mechanic,71751.0,2.0,High School,0.37,0.58,0.59,Medium,0.0,,,0.65,0.42,0.3,0.91,,0.39,0.94
Truck Driver,,1.0,High School,,0.58,,High,0.42,0.8,0.25,0.42,0.79,0.97,,0.81,0.3,0.55
Nurse,127425.0,29.0,High School,0.61,,,Low,,,0.92,1.0,0.78,0.29,0.4,0.74,0.97,0.46
Data Scientist,133587.0,16.0,Bachelor's,0.43,0.99,0.67,Medium,0.52,0.49,0.58,0.69,0.11,0.82,0.44,0.07,0.79,
Security Guard,140373.0,,Master's,0.63,1.38,0.92,High,0.96,,0.0,,0.82,0.37,,0.61,0.37,0.9
AI Engineer,,,Bachelor's,,1.09,0.21,Low,,0.24,0.8,,0.86,0.66,0.43,0.35,0.02,0.83
Chef,123012.0,20.0,PhD,0.31,,0.4,Medium,0.5,,0.47,0.95,,0.33,0.4,0.42,,0.29
Financial Analyst,76629.0,,Master's,,0.9,0.56,Medium,0.4,0.82,0.57,0.04,0.18,0.86,0.56,,0.07,0.3
Financial Analyst,,3.0,PhD,0.55,0.88,,Medium,0.64,0.54,0.27,0.48,0.75,,0.29,0.35,0.75,0.85
Teacher,,4.0,High School,0.3,1.39,,Low,0.67,0.99,0.66,,0.39,,0.14,0.82,0.93,0.62
Nurse,113205.0,,High School,,0.77,0.11,Low,0.61,0.95,0.05,0.0,0.6,0.28,0.88,0.33,0.29,0.27
HR Specialist,,28.0,Bachelor's,0.58,,0.47,Medium,,0.02,0.02,0.52,0.7,,0.18,0.1,,0.44
Nurse,68397.0,14.0,Master's,0.84,1.18,0.1,Low,,0.91,0.33,,0.96,0.73,0.75,0.25,0.41,0.08
Lawyer,,10.0,Bachelor's,0.1,1.34,0.63,Medium,0.53,0.14,0.03,,0.6,,0.3,0.51,0.75,0.46
Data Scientist,50758.0,26.0,Bachelor's,0.79,,0.33,Medium,0.53,0.06,0.77,0.72,0.88,0.64,0.07,0.25,0.81,0.17
Mechanic,135900.0,8.0,Master's,0.78,0.83,0.43,Medium,0.56,0.86,0.22,0.94,0.6,0.99,0.09,0.13,0.83,
AI Engineer,,,PhD,0.71,1.37,0.06,Low,0.57,0.85,0.4,0.3,0.8,0.34,0.0,,0.59,
HR Specialist,93115.0,10.0,High School,0.07,,0.42,Medium,0.32,0.66,0.62,0.49,0.21,0.38,,0.47,0.13,0.65
Research Scientist,129683.0,11.0,Master's,0.38,1.21,0.06,Low,0.57,0.33,0.01,0.19,,0.52,1.0,0.52,0.54,0.39
Marketing Manager,,15.0,Bachelor's,0.25,0.84,,Medium,0.19,,,0.45,0.65,0.86,0.29,,0.38,0.89
Teacher,,16.0,High School,0.68,0.98,0.09,Low,0.32,0.22,0.88,0.48,0.56,0.59,0.64,0.5,,0.33
Nurse,50765.0,19.0,PhD,0.68,,,Low,,0.95,0.34,0.33,,0.42,0.96,0.02,0.31,
Retail Worker,108766.0,18.0,Bachelor's,,0.85,0.8,High,0.51,0.93,0.87,0.13,0.17,0.36,0.29,0.61,,
Truck Driver,64297.0,16.0,High School,0.84,1.03,,High,0.52,0.56,0.74,0.22,,0.36,0.96,0.44,0.76,0.75
HR Specialist,76126.0,10.0,High School,,1.39,0.49,Medium,,0.21,0.07,0.89,0.85,0.99,0.68,0.94,0.83,
Teacher,112694.0,27.0,Master's,,1.43,0.16,Low,0.54,0.45,0.56,0.47,,0.88,0.44,0.59,0.14,
Doctor,117287.0,,High School,,0.6,0.28,Low,0.22,,0.18,0.01,0.77,0.88,0.61,0.19,0.29,0.48
Nurse,,12.0,Bachelor's,0.25,1.23,0.16,Low,0.3,0.46,0.07,,0.24,0.73,0.07,,0.19,0.88
Security Guard,137252.0,23.0,Bachelor's,0.97,0.98,0.88,High,,0.18,,0.17,0.98,0.1,,0.63,0.54,0.66
Financial Analyst,31511.0,,Bachelor's,0.56,,0.68,Medium,0.76,,,0.29,0.2,0.01,0.24,0.68,0.23,0.51
Truck Driver,,,Master's,,0.89,0.79,High,0.46,0.18,0.63,0.36,,,0.61,0.36,0.21,0.78
Software Engineer,115642.0,19.0,PhD,,0.7,0.37,Medium,0.78,0.23,0.53,,0.58,0.88,0.87,0.45,0.02,0.43
Doctor,128303.0,9.0,Bachelor's,0.56,1.15,0.09,Low,,0.18,0.75,0.34,0.71,0.05,0.41,0.71,0.23,0.8
Construction Worker,81142.0,,Bachelor's,0.59,0.85,,High,,0.47,,0.43,0.2,0.21,0.01,,0.75,0.79
Research Scientist,89817.0,,PhD,,1.0,,Low,0.71,0.72,,0.22,0.01,,0.34,,0.34,0.82
Lawyer,,,Master's,0.17,0.84,0.46,Medium,0.35,,,,0.84,0.07,0.94,0.99,0.09,0.29
Chef,138139.0,15.0,Bachelor's,0.78,1.1,0.56,Medium,0.76,,0.83,0.71,0.58,0.89,,0.2,0.43,0.49
Research Scientist,78657.0,18.0,PhD,0.95,0.63,,Low,0.51,0.03,0.92,0.85,,0.23,0.12,,0.26,0.51
Truck Driver,69309.0,,PhD,0.57,1.39,0.86,High,,0.85,0.47,0.87,0.29,0.13,0.86,0.59,0.89,
UX Researcher,68669.0,17.0,Master's,0.49,1.36,0.34,Medium,0.45,,0.1,0.76,0.51,0.56,,0.46,0.12,0.67
Truck Driver,87033.0,27.0,PhD,0.82,0.7,0.75,High,0.65,,0.47,,1.0,0.99,0.74,,0.25,0.83
Teacher,80658.0,5.0,PhD,,,0.16,Low,0.56,0.41,0.21,0.59,0.76,0.64,,0.73,0.26,0.18
Software Engineer,136081.0,29.0,High School,0.84,0.98,,Medium,,,0.13,,0.8,0.67,0.54,,0.49,0.3
Software Engineer,48728.0,11.0,Bachelor's,0.65,1.43,0.36,Medium,0.18,0.43,,0.29,0.25,,,0.06,0.08,0.64
HR Specialist,52286.0,15.0,High School,0.97,1.18,0.3,Low,,0.41,,,0.81,0.23,0.26,0.03,,0.58
Financial Analyst,55727.0,28.0,PhD,,1.4,0.38,Medium,0.03,,,0.66,0.31,0.32,0.34,0.68,,
Marketing Manager,,10.0,Master's,,0.67,0.61,Medium,0.22,0.08,0.87,0.86,0.4,0.7,0.56,0.85,0.32,0.52
Data Scientist,119363.0,,PhD,,,0.37,Medium,0.15,0.58,0.66,0.19,0.39,0.95,0.25,,,0.45
Construction Worker,141597.0,26.0,Bachelor's,0.74,0.96,0.84,High,0.69,0.59,,0.36,0.3,0.21,0.04,,0.87,
Marketing Manager,72756.0,18.0,PhD,0.61,1.35,0.49,Medium,0.87,0.36,,0.7,0.26,0.56,0.53,0.14,0.59,0.31
Research Scientist,77774.0,10.0,High School,0.95,1.14,0.27,Low,0.68,0.36,,0.68,0.96,0.25,0.87,0.92,,0.93
Retail Worker,119865.0,12.0,Master's,0.95,,0.71,High,0.91,0.48,0.46,0.57,,0.47,,0.02,0.27,0.0
AI Engineer,33692.0,25.0,High School,0.73,1.3,0.29,Low,,0.25,0.92,0.78,0.57,0.7,0.92,0.71,0.37,
Research Scientist,139419.0,4.0,PhD,0.39,0.91,0.09,Low,0.02,0.13,0.65,0.8,0.99,0.35,0.6,0.94,0.17,0.72
Truck Driver,48782.0,6.0,Bachelor's,0.09,1.36,0.9,High,0.03,0.09,0.05,0.33,0.51,0.53,,0.91,,0.05
Retail Worker,140349.0,14.0,Master's,0.53,0.91,0.77,High,0.13,0.82,1.0,0.33,0.38,0.62,0.72,0.39,0.9,0.56
Software Engineer,80075.0,22.0,Bachelor's,,,0.62,Medium,0.04,0.33,0.47,,0.7,0.83,0.73,0.99,0.27,0.87
Mechanic,120629.0,,Bachelor's,0.36,1.23,0.34,Medium,0.79,0.53,0.29,0.66,0.64,0.21,0.03,0.43,0.57,0.88
